SRR1566022	SRR1566023	SRR1566024	SRR1566028	SRR1566029	SRR1566030	SRR2773794	SRR2773795	SRR2773796	SRR2773797	SRR2773798	SRR2773799
6588	2032	1653	4395	2623	2188	4971	3185	3922	6904	118	3048
9756	4244	3536	5800	4514	4218	6833	5716	6939	9602	167	5643
3803	2559	3450	3612	3485	4325	3168	3831	6755	3794	168	5292
2892	1453	1433	1256	715	930	1267	1456	1921	1807	84	1724
6719	2843	2927	4097	2755	2717	4197	3413	4869	6036	86	4009
4823	3745	3631	3654	2622	2725	4497	5078	6706	4882	376	5709
0	1	1	0	0	0	2	1	1	0	35	2
4024	1859	1276	2156	1503	996	2416	1991	1920	3533	58	1600
6467	2444	2351	3802	2182	2350	4060	2895	4134	5957	77	3383
2177	688	735	1243	872	1101	1325	1176	1629	1493	101	1283
922	439	385	658	434	424	498	593	724	710	38	599
2120	875	1162	1026	715	925	1169	985	1665	1649	34	1421
1619	853	974	1073	1186	1371	1154	1327	2084	1575	46	1553
49	15	21	9	9	27	38	10	45	33	5	27
4927	3113	3259	5495	4190	4072	4549	4903	6990	6642	147	5742
4938	1688	1908	2343	1468	1560	2445	2073	2841	3378	64	2579
10835	4932	4365	4179	3618	3307	7923	6771	8311	9824	432	6478
15123	6426	5231	7451	4849	4561	9612	7140	8760	12250	226	7370
59	36	44	6	1	1	17	18	32	28	2	36
3011	1256	1145	1656	946	999	1612	1327	1757	2196	28	1577
13149	5542	4536	6056	3858	4038	9683	6909	9423	11873	460	6627
2	2	1	1	0	0	2	0	3	2	33	1
6838	4812	4755	6914	5669	6800	6019	7765	11515	6994	959	9418
79	90	143	147	93	111	63	114	181	127	14	226
5745	2372	3183	4027	1993	2853	3300	2984	4691	4617	104	4283
6447	3194	3460	3490	2863	3015	4006	4075	5822	5310	116	4454
14647	5739	4243	6525	5983	5069	9569	7444	9140	12662	194	6700
1255	354	206	88	127	109	416	229	287	294	12	233
19	4	6	5	9	9	7	8	6	21	0	7
8474	2599	5988	4106	3425	4400	4192	4334	7145	4584	420	8796
1798	628	1979	738	816	1118	823	1028	2184	1149	51	2444
2821	1656	2823	1880	2060	2634	1985	3279	5277	2429	97	4203
216	121	186	200	190	228	220	271	424	234	7	314
3054	1021	3166	1615	1252	1597	1473	1502	2300	1691	160	4832
448	443	460	668	646	787	513	961	1383	501	97	957
0	0	0	0	0	0	1	0	2	3	1	1
0	0	1	0	0	0	0	0	0	0	1	0
151	22	37	15	7	5	32	15	18	48	0	24
2801	1111	919	1774	1016	792	1925	1365	1451	2634	36	1328
2759	985	1048	1743	1062	1000	1797	1330	1755	2841	40	1428
3208	826	796	1823	955	964	1993	1299	1697	2732	40	1431
3917	1886	2272	4416	4120	5350	3351	4656	6358	3214	209	5488
2897	789	2312	2125	1720	2066	1733	2427	3330	2711	108	5074
3680	2217	2971	6870	4041	4564	3154	4419	6507	3537	126	5130
2	1	10	24	12	21	3	7	14	4	0	22
2293	1254	1517	3961	1745	2119	1950	2143	3137	2093	58	2419
853	542	892	166	350	281	67	1081	907	454	30	1048
7544	3486	5760	6246	5298	6617	4318	6552	10124	4854	199	9594
17	8	8	3	2	2	24	12	7	12	0	11
532	424	391	1573	1488	1298	725	1206	1434	762	63	1163
1507	1062	1614	296	372	339	549	1209	1604	744	61	1566
173	40	78	260	209	161	66	133	146	104	8	171
1	0	0	1	2	2	0	3	1	1	0	0
3738	1617	2150	1756	1628	1776	2302	2498	2855	2097	89	3130
3999	1985	3422	2260	2517	2903	2275	3365	5171	2799	100	5079
3321	1185	1504	2240	1203	1589	2261	1601	2543	2950	31	2171
305	257	245	653	424	568	447	562	718	419	31	469
1044	1354	1104	2122	1553	1788	1637	2446	3170	1301	104	1934
9592	5290	5997	4085	2639	2862	5071	4910	7014	6983	159	5866
1725	1397	1837	857	1056	1199	1529	2027	2842	1514	170	2390
2331	1266	1175	1282	1021	967	1428	1545	1980	1998	65	1538
2126	1120	961	1026	754	707	1274	1212	1522	1808	35	1205
94	32	60	69	47	37	79	81	101	70	9	83
27	12	17	41	34	25	38	59	53	37	6	38
7498	2936	2499	4790	3523	2993	5728	4345	5411	8085	154	4180
15704	6056	5491	10307	6242	6233	11249	8090	10403	15376	246	8530
3089	1105	730	1579	899	621	2141	1306	1154	2697	43	1019
5348	4431	4545	4214	4806	4565	5830	6807	9630	7284	292	6882
8	1	4	6	4	1	6	4	8	4	0	7
1	2	3	1	1	0	0	1	1	3	0	4
587	408	566	726	712	755	499	761	1337	577	88	1033
8388	2636	3651	3716	2761	2737	4394	4131	5332	6403	206	5519
3	0	2	0	0	1	1	1	1	3	0	1
2301	872	1669	731	437	433	985	1308	1495	1571	76	2469
5302	1381	1639	2319	1859	1790	2813	2192	2919	4045	106	2387
1557	150	470	56	200	111	7	1	6	80	12	10
17	3	1	118	83	65	87	47	66	170	2	64
0	0	0	0	0	0	0	0	1	0	0	1
5848	3538	6164	8220	6990	7756	5144	6537	10171	5619	324	9691
6137	2811	2162	3650	2402	2044	4446	3379	3744	6458	141	2970
9398	3808	3026	3921	2792	2201	6517	4871	5642	9380	152	4197
7172	3704	3704	5363	3904	3616	5021	4802	6199	7460	99	5097
5196	2007	2069	1911	1919	1939	3552	3216	4437	4385	271	3379
4792	2016	1969	3086	2443	2390	3202	3786	4243	3455	375	3710
3537	1261	1263	1764	1217	1233	1987	1601	2179	2719	92	1802
864	302	403	453	246	328	511	353	636	754	16	514
2781	1144	1117	1531	1342	1290	2285	1898	2621	3119	40	1979
3764	2671	3345	1917	2345	2301	2909	3886	5913	3935	164	4527
322	208	352	241	292	272	163	433	498	253	41	664
4176	1602	1822	3017	2133	2279	3096	2873	3796	3826	176	3213
2323	774	736	1263	725	771	1470	936	1253	1838	36	1092
1990	935	821	1196	1305	1273	1642	1576	1982	1732	79	1433
6667	2103	1928	3425	2695	2071	4424	3227	3471	5001	146	3011
14499	2512	8868	15361	12556	11567	10668	9301	9959	14067	2914	27131
5	3	9	9	1	0	5	5	13	3	0	6
9900	3824	8310	6598	5179	6105	4599	5174	6322	5976	733	14565
4838	2378	2323	5	4	5	1368	1364	1696	1683	57	1496
12333	4062	4119	6396	3974	3718	9691	6492	8510	13845	256	6182
11537	4482	8599	14263	21899	14146	7618	12547	11529	13326	507	22125
11624	2947	11758	13856	7408	10152	5112	7331	9210	12400	740	19083
85	82	186	87	118	157	51	197	345	98	14	326
165	150	220	355	256	262	115	301	346	173	25	350
86	20	30	70	16	39	67	31	68	87	8	59
1784	632	577	1419	846	742	1207	887	1071	1807	22	1040
2457	1738	1160	1911	1580	1283	1568	1803	1922	2307	64	1686
2517	1206	1161	1433	1387	1465	1793	1846	2569	2648	55	2038
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
119	116	181	353	246	301	178	284	405	190	54	437
5902	2055	1920	1952	1643	1656	3605	2936	3468	4263	184	2960
3661	1630	1343	2680	1663	1573	2927	2037	2568	3678	82	2037
2384	804	903	1514	936	900	1538	1103	1455	2152	33	1282
15250	5071	6352	9475	6444	7175	9936	8049	11256	13740	447	11325
2708	914	692	1506	956	673	1658	1152	1155	2239	30	1015
1456	613	560	803	523	481	959	776	919	1155	26	702
18979	7643	9191	9491	8808	9423	11332	10484	15348	13980	486	13772
699	495	332	190	243	195	371	491	551	399	50	374
3000	1016	1271	491	534	578	1457	1285	1701	1698	111	1499
127	39	61	21	20	23	45	64	96	75	9	65
14	10	17	34	13	14	16	16	32	14	2	43
3773	1020	928	1426	884	874	2224	1377	1629	2797	53	1310
2666	1381	1269	899	669	708	1204	1172	1612	1822	37	1352
3977	1934	1822	2960	1557	1753	2613	2407	2748	3625	60	2529
671	1096	1129	1398	1888	2139	1264	2271	3532	1247	195	2442
18	13	5	34	18	12	15	17	17	7	1	21
19	4	9	17	14	6	14	8	17	10	1	19
0	0	0	0	0	0	0	0	0	0	1	0
1	0	0	4	2	1	1	2	3	1	0	2
4245	1877	2448	1825	1468	2054	2748	2361	4211	3717	96	2803
1646	661	1718	400	361	467	865	443	758	1130	131	701
12558	4668	3363	6073	4710	3850	8671	5888	7253	10573	782	5072
841	400	695	396	380	536	417	552	834	432	26	954
387	80	65	126	67	55	162	59	93	213	2	71
1503	664	603	900	578	627	1020	792	983	1224	38	952
33	41	55	50	76	75	46	96	162	54	11	65
6	2	8	4	5	2	2	3	12	4	5	2
3	0	3	0	0	0	3	2	2	0	0	1
3	4	4	302	297	384	28	91	123	53	14	136
543	153	287	106	96	87	123	250	331	285	21	546
90	80	137	90	91	88	55	113	140	55	5	163
6118	2467	2111	3420	2682	2424	4124	3517	4280	5897	99	3423
28	24	166	6	17	16	12	11	23	11	6	31
973	333	517	479	500	479	350	524	669	643	43	661
24	10	4	122	40	45	43	26	40	49	2	34
10726	4812	5030	5368	4223	4493	7376	6945	9068	8842	332	7342
1330	526	868	2022	1180	1573	943	993	1361	1423	57	1821
1561	211	277	78	62	68	570	493	805	744	10	523
4	0	0	0	0	0	1	0	0	0	1	0
10930	6082	6157	6554	5851	5805	7567	7669	10122	10098	226	8764
1744	673	648	477	376	334	801	599	850	1042	8	750
4035	1720	1878	2555	1717	1911	2998	2417	3678	3716	71	2608
78503	55526	79499	84000	74159	90833	60748	96940	160130	81307	2907	130950
3262	1227	1736	2471	1610	1949	2095	2071	3028	3166	91	2765
8562	3764	4059	4789	4424	4948	5551	5724	7937	6862	316	6656
1551	480	415	713	419	483	889	544	743	943	9	671
6050	2209	3105	3508	1875	2030	3355	3945	5035	3522	91	5260
2196	852	937	1588	897	956	1301	1170	1460	1754	37	1353
3006	792	1705	1660	736	824	1626	2243	2848	1155	20	3328
1	1	1	4	3	3	5	6	4	7	2	3
4696	2064	2620	2371	1921	2181	2668	2630	3953	3733	81	3299
6019	2770	2965	4160	3153	2914	4141	3845	5293	5967	69	4301
7138	3435	3583	5047	3529	3940	4903	4557	6260	6663	101	5133
1983	577	536	953	420	462	1071	650	847	1645	30	864
5825	1934	1548	2108	1289	1024	2983	1963	2301	4073	47	2013
4489	1959	1964	2656	1735	1660	2833	2505	3126	3725	76	2732
2208	864	727	1343	906	756	1423	1195	1349	1833	20	1177
16262	5391	4042	6344	4489	4193	11309	7440	8591	14626	469	6604
1533	468	585	1108	414	572	944	595	884	1503	20	897
4979	2396	3454	3514	2444	2839	2650	2970	4665	3791	99	5539
4012	1768	1417	1486	1048	1146	2200	2111	2526	2751	139	1975
3627	1654	1849	1443	1685	1619	2196	2977	3705	2791	180	2760
6274	2352	2187	4294	2825	2525	5050	4032	4845	7238	121	3703
5711	2000	1917	3555	2887	2735	3746	3669	4084	4466	256	3554
7797	3581	3195	5535	3184	3020	5062	4561	5477	4843	134	4284
36956	14553	20449	20740	16489	16009	16950	18560	24657	18791	911	20934
7613	1729	4378	490	2668	1067	94	46	69	352	177	150
7550	1674	4314	481	2643	1053	72	30	35	310	170	129
2733	571	1177	106	491	224	20	8	11	167	36	33
1093	1071	1101	782	900	880	1347	1816	2473	1428	102	1790
1515	872	782	1324	984	779	1091	1199	1337	1578	98	1202
7197	2948	2747	3154	2618	2111	4230	3473	4709	5652	85	3375
3421	1346	1286	826	492	391	1619	1243	1418	2196	54	1270
2924	954	891	1247	778	788	1648	1119	1370	1943	44	1095
828	393	1027	178	109	82	34	44	89	92	56	221
1387	515	4286	701	2029	1207	563	196	413	318	472	1123
1358	214	732	14	26	4	17	3	10	21	39	21
7902	1489	4384	1926	4317	2480	29	14	31	316	226	116
58	36	179	75	79	297	135	55	181	156	14	159
794	136	309	23	14	18	207	108	140	271	14	376
195	64	116	61	15	19	495	58	120	231	2	101
20	18	35	28	67	167	120	25	83	177	12	31
4	1	4	6	3	1	2	2	1	5	0	3
18	8	12	19	18	16	12	16	42	11	6	16
2301	1387	7771	41	164	276	524	168	527	1244	293	432
5245	2916	2853	3687	3104	2832	3061	3943	4726	4700	209	4528
422	361	342	589	461	498	798	715	946	487	1138	628
40	13	34	27	34	37	357	41	75	112	1108	60
21136	12320	12483	12856	12138	12201	17236	18239	24054	18571	743	18331
5025	3404	3487	4676	3331	3699	4060	5243	7315	4513	178	5189
2677	1710	2074	1892	1678	1670	1859	2371	3491	2657	53	2882
198	204	205	237	252	302	177	418	569	172	14	336
853	516	452	1131	551	677	836	896	1203	660	39	728
229	174	119	208	167	229	221	302	388	170	8	287
1081	1298	1561	1528	1647	1981	1342	2643	3736	1272	628	2783
64	53	25	1971	78	151	228	325	221	1062	3	589
7	3	3	57	4	5	3	3	2	39	0	14
555	293	319	2227	1695	1881	538	581	755	2755	53	2228
35	36	41	2	3	3	20	25	50	12	3	42
445	246	275	1858	1445	1372	468	519	680	2212	56	1784
2029	1314	1902	2505	1904	2268	1918	2715	4114	2133	191	3079
2450	1177	1846	1435	1148	1187	1091	1631	2119	1331	125	1887
182	23	49	6	9	5	19	25	33	47	3	119
335	92	255	5	13	9	6	13	12	23	9	18
2	0	0	0	0	0	0	0	1	0	1	1
18	28	26	11	7	14	19	39	44	11	4	26
22	7	8	33	28	44	13	30	47	26	5	32
48	28	73	93	101	84	72	77	139	90	2	93
2045	983	936	965	492	605	1319	965	1416	1745	40	1102
8741	3035	2840	3392	2115	2018	5245	3586	4451	7202	121	3436
3301	1480	1690	2486	1880	1834	2010	2063	2547	2677	55	2432
2061	874	773	1402	770	742	1482	1062	1250	2031	40	1147
834	661	1039	490	838	878	418	1181	1954	584	85	1435
3905	1819	2286	1992	1339	1494	2202	2200	3461	3229	72	2813
94	49	76	55	30	70	56	61	127	53	1	60
10096	4294	4507	6330	3993	4341	6378	5681	7792	8525	129	6292
6474	2862	4323	5505	3323	5107	4532	4121	7941	6522	135	6616
0	1	0	2	2	0	0	1	0	1	0	4
750	425	562	650	644	798	516	794	1226	647	52	963
3	2	1	2	5	4	1	3	7	4	1	3
2376	1299	1214	1993	1663	1429	1846	1819	2244	2113	49	1847
1133	647	567	1202	889	810	1140	1233	1338	1426	34	1034
1520	502	559	1173	706	780	1079	761	1091	1546	32	933
1891	907	659	993	611	417	1136	1031	1073	1467	28	834
4977	1442	1412	2501	1476	1379	3194	1929	2589	4715	54	2275
4924	1205	1722	4477	2297	2027	3512	2672	2660	3621	206	3262
14333	4339	5935	9977	6393	6725	9855	7956	10636	12751	566	10436
2738	734	1353	1554	1297	1326	1724	1687	2261	2062	258	2607
5770	1775	1693	2480	1766	1887	3781	2226	3168	4589	103	2633
4207	1505	1696	1995	1350	1669	2632	2016	3047	3252	103	2661
1487	566	505	1017	555	612	1046	774	858	1417	32	938
2244	663	957	3241	1690	1944	1695	1576	1775	1762	54	2479
3265	1381	1642	2669	1772	1964	2253	2069	2914	3500	53	2638
1540	821	866	1181	768	864	1073	1092	1508	1784	27	1191
6474	3309	2989	1542	1077	1330	3390	3029	4084	4043	126	2723
1940	593	694	1227	713	744	1037	807	1099	1324	45	1110
73047	77582	77332	70234	94713	87362	76740	128529	176050	109512	3664	135804
3394	1279	1219	1568	864	938	1845	1286	1814	2548	37	1506
9110	4918	4867	5546	5038	4652	7242	7548	10008	8599	334	7854
6243	3566	3372	1430	1032	875	3482	2981	3905	4134	147	2788
10387	4201	3963	4982	4156	3730	6824	5031	6388	8733	129	5062
7784	3152	5737	2937	1916	1969	2990	4222	5664	5140	149	5904
813	293	490	104	74	61	220	427	400	477	18	639
1514	562	1621	32	24	35	121	719	905	509	16	1207
1709	696	785	1210	852	856	1180	974	1436	1673	34	1235
1732	544	568	1022	636	706	1151	799	1063	1370	33	929
3594	1503	1678	2219	1596	1442	2606	2245	2833	3458	77	2266
1836	468	581	1773	813	882	1398	853	1066	1824	48	1188
3398	1056	1114	1634	1129	972	1621	1336	1667	2356	89	1577
4707	2338	1746	3056	2473	2062	3043	2889	3206	4274	102	2474
1750	866	1008	1791	851	1056	1167	1099	1716	1592	74	1559
1633	2317	2051	1153	1819	1653	1980	3079	4516	2163	114	2823
181	170	216	380	328	456	294	500	740	266	13	506
224	382	384	441	773	875	375	939	1282	353	49	672
991	1098	1232	622	599	655	713	1205	1628	995	58	1438
844	795	956	576	517	572	572	775	1262	810	26	935
5468	7098	6160	6020	8069	7875	6914	12342	15219	7411	337	9862
11	10	5	38	20	22	16	19	21	20	1	18
22	11	10	12	9	12	16	14	22	17	2	19
2887	811	1004	1385	616	693	1716	900	1422	2620	29	1195
1654	590	691	1033	462	660	923	708	1054	1149	25	969
4395	1528	1339	2513	1512	1463	3033	1956	2548	4138	53	1839
1200	495	494	1356	974	843	910	779	923	1348	28	1012
740	863	697	596	714	771	648	1394	1799	631	557	1117
66	38	31	21	39	25	40	37	45	53	494	28
16282	9894	13400	14951	11653	13137	10480	15937	23098	13808	790	21649
646	767	1327	1391	1862	1996	775	1824	2684	870	145	2878
529	532	594	557	557	768	639	1139	1640	463	81	1078
5	8	5	4	4	1	6	13	14	3	2	12
2848	2100	1963	2195	1954	1966	1774	2487	3236	2596	51	2608
5740	2159	3168	3202	2547	2741	2825	3376	3904	3001	544	6419
8895	4239	4562	6037	3747	4305	5815	5287	7375	7920	165	6519
757	341	236	468	318	216	480	347	484	510	8	432
9464	3575	4798	7905	5364	5471	6275	6176	8574	8027	193	7797
1152	631	793	567	433	583	727	825	1309	1109	33	1046
96	27	42	102	44	69	70	40	98	89	4	73
2494	854	747	1390	780	706	1623	1080	1227	1974	27	1219
947	426	411	923	447	448	766	560	710	1027	11	620
10960	4010	3386	9396	3431	3513	7697	5303	6010	11375	235	5370
2	0	1	10	7	12	5	7	6	6	0	4
443	296	481	70	97	131	316	537	748	240	19	588
9679	3949	14646	8570	5515	9632	5229	6396	20198	9376	347	16374
2663	871	1614	365	303	313	1229	881	962	727	97	1557
432	196	264	238	182	231	233	269	458	417	3	389
2674	1080	2142	2765	1973	2546	2511	2420	4347	3268	81	3613
317	171	443	141	124	193	66	204	475	155	5	330
249	81	371	94	80	167	35	126	343	140	5	324
350	179	231	360	325	343	225	400	507	221	13	408
147	150	253	340	302	328	189	350	448	267	7	453
819	374	2487	985	497	1283	165	398	3200	1093	38	2080
268	145	994	289	314	717	82	95	1122	491	25	1298
425	210	1386	1045	343	1047	113	499	2253	537	15	1639
40	46	52	96	64	84	35	63	137	64	1	139
6663	4041	3688	4545	3890	4108	6206	6386	8200	7701	483	6312
1657	954	581	1354	683	559	1456	833	987	1748	46	871
6359	2350	2314	4438	3000	2814	4950	3606	4765	6255	128	3841
2888	1521	1252	2351	1375	1297	2697	1972	2512	3119	210	2049
8040	3334	3595	3792	2636	2732	4443	3835	5386	5552	125	4385
1244	494	410	853	591	597	805	678	717	864	19	614
4210	1813	2153	2576	2292	2522	2671	2785	3775	3300	102	3212
5041	2275	2604	4707	3008	3395	4853	3783	5585	6587	208	4554
4309	1972	2344	2358	1807	2010	2562	2423	3545	3987	86	3130
7929	3806	3853	4000	4028	3831	5480	5055	7528	6827	247	6236
26180	9054	8180	12872	8854	8460	17113	12407	14771	23259	743	12325
3636	1086	1021	2076	1018	963	1994	1293	1687	2974	36	1573
2232	778	687	1503	775	777	1312	930	1240	1921	26	1178
974	340	329	498	282	293	544	351	477	728	14	529
447	204	216	256	137	147	240	246	307	367	5	266
2414	965	962	1248	969	992	1849	1344	1741	2190	95	1538
516	559	330	378	270	215	462	600	664	534	15	424
1249	1593	1680	950	1861	2131	1428	3113	4405	1583	276	3314
7270	2617	2534	2787	1720	1686	3853	2691	3708	5027	70	3032
628	240	182	174	139	120	359	244	261	389	2	239
1797	610	521	1208	803	823	1157	1008	1216	1384	37	957
2875	1468	1769	2733	2463	2569	2807	3285	4025	3032	302	3994
8641	4677	3996	5365	5900	5044	6371	7475	9420	8574	217	6068
7442	3488	2894	5268	3874	3469	5977	4663	5637	8572	98	4794
9247	3350	7622	6642	4102	6053	5498	4958	10691	8445	183	10578
17877	11284	29264	19658	14465	26353	10473	15598	43314	19216	671	39525
5397	1756	2073	2740	1646	1781	3013	2277	3159	4254	62	2732
7080	3381	3201	4673	3588	3418	4335	4312	5393	5259	116	4485
1197	502	668	978	720	909	755	819	1251	1024	26	1112
85	70	50	41	41	39	66	63	106	66	1	74
183	78	116	175	157	180	140	137	259	212	12	217
15620	5167	4475	8216	4613	4300	10334	6717	8355	13966	272	6446
4496	2119	2136	3456	1994	2105	3232	2711	3986	4373	106	2894
3428	2505	2637	2881	3010	2759	2637	3427	4361	3546	143	3468
2352	1895	2520	2063	2335	2656	1587	2551	3917	2199	148	3298
6924	3913	3393	3831	3082	2614	4605	4501	5672	5952	143	4535
9930	3601	3863	3501	2648	2660	7120	4413	6138	8109	237	4834
6592	2727	2786	4142	2912	2856	4561	3972	4982	6050	118	4163
670	563	633	543	568	661	585	953	1236	614	118	933
1105	631	850	1256	1327	1374	1036	1396	2144	1541	120	1639
9128	6774	5138	6775	5062	4514	7792	7819	9221	9307	450	6675
8486	4247	4062	4359	2975	3222	5024	5037	6689	6225	156	5012
4557	1586	2289	3016	1957	2327	2990	2238	3738	4456	59	3335
293	281	318	581	400	563	324	502	803	320	25	561
5	0	2	2	1	6	0	4	2	2	6	8
520	414	449	375	421	552	376	611	981	337	1893	621
7	7	1	5	3	4	7	6	10	4	2	4
54	49	76	27	96	60	60	81	106	42	1856	87
18	18	44	25	20	14	25	34	79	27	3	39
398	35	205	319	182	198	266	352	500	441	35	1145
71	5	21	9	5	5	11	9	13	17	2	17
0	0	0	0	0	0	0	0	0	0	0	0
396	255	225	100	71	33	140	201	221	240	7	228
1730	874	1119	561	452	397	617	773	1063	898	43	1374
32	13	33	52	47	68	24	43	63	51	3	113
9995	6504	9618	9093	7879	10505	9703	12162	21135	12107	595	15614
4683	2086	2023	3441	2092	2024	3365	2913	3763	4855	73	2867
2248	1037	932	1421	1283	1278	1957	1737	2301	2156	141	1776
2382	921	741	995	514	452	1377	1022	1153	2032	38	1007
271	131	145	218	104	148	214	158	224	255	12	195
11724	6807	5460	6023	4841	4228	6960	7402	8991	9644	311	6485
8274	4817	3947	4413	3594	3018	4942	5184	6221	7126	169	4577
6474	3377	3189	3324	3034	2529	4159	3984	5039	5364	101	4327
3030	1148	1297	2000	1049	1269	1897	1564	2191	2608	51	1950
21375	12747	13714	15447	13757	13836	16263	18957	24354	21718	1035	21238
52521	29789	28347	29892	26035	23437	35902	37300	47990	49538	880	37170
1741	862	1261	1079	571	829	1126	1169	2056	1532	49	1638
2856	1290	2202	2346	1539	2078	2250	2325	3741	2345	189	3679
23705	15448	18047	13147	11961	13326	15341	18705	28286	21786	409	21749
19610	9067	7381	10183	9377	8340	14759	13445	16638	20450	1109	11816
52083	52388	49946	32982	42011	41035	56995	74649	102867	68070	2517	77336
22	7	8	3	0	3	6	4	8	9	5	9
2	2	0	1	4	8	0	5	2	1	1	0
2078	752	653	1589	924	927	1626	1060	1207	2020	54	1131
2495	803	758	1448	760	868	1612	1057	1331	2261	53	1280
1132	361	627	990	630	603	624	589	821	911	39	1187
6419	2735	2894	3166	2472	2315	3198	2961	3996	4418	100	3585
139	37	76	147	68	63	30	45	43	50	6	59
5152	2310	2301	2143	1562	1707	2677	2393	3251	3573	66	2641
288	101	231	426	180	188	97	147	175	304	6	456
11	3	2	1	3	4	4	1	1	1	1	1
5	6	8	38	236	35	4	49	19	9	0	33
26	18	13	131	224	143	38	44	88	27	2	81
1179	477	516	800	489	694	718	753	983	643	93	733
185	27	68	1	1	2	6	1	2	9	4	12
133	26	25	1	1	1	7	8	7	15	4	5
140	45	68	118	59	91	122	59	80	173	0	150
7	1	21	0	0	0	2	3	1	1	0	5
9833	4129	4722	4799	4240	4934	5753	6530	9286	7509	440	7104
1096	436	719	1198	620	952	913	793	1379	865	27	1009
17	5	15	4	0	1	4	6	5	7	0	6
2523	1593	1532	1952	1822	1644	2202	2439	3267	2992	58	2380
2477	1536	1153	1633	1377	1044	1730	1747	1880	2316	40	1503
67151	52285	60409	59525	58040	61355	47497	72640	103160	67480	2183	84770
2300	1672	2133	1236	1052	1343	1058	2046	2684	1524	66	2614
17564	10457	12865	11035	6929	8260	9325	11634	17060	12652	349	16676
4434	2668	2215	3302	2384	2148	2762	2987	3391	3745	95	3032
3328	2076	1631	2412	1947	1645	2106	2300	2592	2751	77	2190
12301	6947	8325	9340	7014	7860	7949	9099	12703	11857	202	11544
5373	3290	3481	4134	2731	3204	3504	3944	5559	5174	80	4733
4079	2589	2445	2736	2848	2632	3282	3916	4918	4569	108	4107
1339	530	863	1536	1198	1335	939	1123	1728	1411	42	2010
6468	2783	2938	2905	2836	2535	4060	3952	5142	4879	174	4134
9188	3367	3190	3871	2467	2699	5390	3832	5093	7100	143	4506
6605	2771	2593	3984	2715	2850	4320	3477	4532	5592	104	3883
3520	1615	2452	2836	2815	3154	2131	2941	4895	3688	81	4804
16892	9229	9138	16419	9306	9926	11734	12582	16868	14732	359	13982
21	22	51	184	133	199	56	122	138	56	8	203
584	264	323	107	136	139	266	248	369	337	9	355
20	14	17	9	5	1	20	14	10	27	2	24
2	0	4	43	28	18	11	10	16	24	0	14
14	4	10	113	188	189	32	99	137	61	1	94
325	186	701	1267	701	730	297	340	592	790	47	1011
1579	1239	1388	2335	1938	2107	1318	2262	3056	1325	33	2419
7194	6802	7385	4868	6254	6270	6271	10201	13847	7129	926	11346
69	20	21	67	85	132	52	59	111	50	31	86
0	0	0	0	0	0	0	0	0	0	0	0
11	5	7	66	23	37	14	15	24	16	2	24
1064	509	609	755	538	559	567	510	872	1095	29	719
2	1	1	7	4	9	4	10	4	11	4	4
1500	148	506	622	228	429	307	364	429	677	44	1734
6567	1248	3080	3577	1466	2631	1808	2932	2244	3832	229	9931
1685	738	1652	3014	1596	2155	1912	2269	4153	2097	82	3080
9919	3812	3164	5679	3758	3222	6380	4804	5633	8837	127	4510
4335	1347	1025	1849	1346	1145	2340	1601	1969	3256	42	1711
6418	2871	3975	3948	2881	3586	3919	3883	6426	5720	81	5250
11531	10810	16744	15472	15600	20237	11490	18230	29618	15288	3767	24267
3234	1961	2483	1882	2096	2211	2639	2965	4643	2890	196	3552
2509	1138	1354	728	705	804	1356	1077	1781	1896	19	1440
8654	3241	4515	6552	5509	5089	5368	5437	6680	7656	170	7825
14	9	11	0	0	0	3	2	6	1	0	2
24	15	24	70	78	83	33	49	71	19	0	52
29	6	14	72	35	32	15	37	43	22	1	36
842	320	377	826	462	517	602	531	716	864	23	670
11663	2948	2176	8550	4602	4386	9859	5803	6862	14466	287	5633
10755	2381	1723	7262	3945	3482	9026	4886	5608	13653	209	4808
6	3	6	6	6	6	2	2	2	3	0	1
2978	1403	1240	1555	1196	895	1995	1505	1795	2536	39	1366
8265	2888	2776	4979	2847	2476	6739	4171	5302	8759	153	4004
5711	2385	2373	3802	2303	2328	3772	3019	3984	5001	94	3461
302	72	70	439	168	134	222	180	180	503	20	244
8085	5485	4585	9379	7171	6139	10690	9542	11921	12919	727	7850
2495	1165	1030	1702	1661	1344	2183	2076	2431	3106	115	1820
18523	7417	9233	17512	15387	14171	15172	15773	18481	24820	924	20058
0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0
4359	1960	1606	7938	5651	4376	5512	4453	5240	11649	175	6422
1279	305	201	1359	1111	704	1144	935	969	2267	31	1134
4	5	7	45	23	31	12	17	28	29	4	19
7	3	1	4	2	8	5	6	5	6	6	8
4	1	1	13	2	2	1	9	1	2	0	9
3	1	2	6	0	1	1	1	3	0	0	4
7	0	3	2	4	1	3	1	5	3	1	5
2	0	0	0	0	0	1	0	0	2	0	0
2	0	4	6	0	1	2	3	4	2	0	5
3	0	5	7	0	1	2	2	1	3	0	4
20	15	10	36	29	27	16	14	22	16	2	20
2	2	4	0	0	0	0	0	0	0	0	1
4682	1734	1759	1629	1802	2068	2402	2887	3778	3306	201	2654
10	5	6	16	6	5	11	6	13	14	1	8
