SRR1566022	SRR1566023	SRR1566024	SRR1566028	SRR1566029	SRR1566030	SRR2773794	SRR2773795	SRR2773796	SRR2773797	SRR2773798	SRR2773799
5234	1404	1132	2273	1177	1095	3194	1498	2027	4194	47	1754
25305	17535	16256	14877	16905	14482	17217	21718	28612	23062	475	21435
2001	892	885	966	787	801	1239	745	1165	1445	17	763
282	319	301	4	15	12	79	114	157	132	3	136
4497	2210	1528	2220	1914	1329	2699	2348	2428	3527	66	1848
2403	1220	1098	2070	1339	1386	1809	1550	2115	2400	47	1692
2551	838	761	1623	969	879	2006	1221	1406	2507	46	1226
5950	1872	1592	3090	1939	1890	3611	2401	3006	5043	97	2468
2284	1232	855	1839	1349	1183	1556	1573	1655	2074	36	1544
0	0	2	0	0	0	0	1	1	1	0	1
55	40	51	39	24	41	37	55	88	37	1	98
177	388	453	229	352	438	235	686	1161	254	32	828
26	41	73	9	15	32	17	47	109	26	10	93
56981	28160	51026	39873	28922	40558	33295	36736	70491	51858	1267	60402
9281	3325	4889	786	548	474	3117	2846	4556	4416	44	3756
2451	1740	1496	2750	2617	2902	2456	2922	4199	3004	180	3064
2908	841	848	76	57	89	1189	795	929	277	18	206
3450	674	521	2497	1461	1150	3488	1461	1676	4333	57	1238
3093	2187	2821	1380	1308	1428	1824	2152	3318	2749	76	2616
3665	1778	1723	2675	1800	1858	2269	2378	2763	3084	42	2486
2041	1125	1239	575	477	447	639	953	1206	939	111	1187
861	138	415	2	0	1	43	60	127	189	5	294
3439	2400	2420	5219	4024	4313	4022	4770	6290	4089	503	5173
4	8	7	7	9	13	27	14	13	7	371	9
2651	1160	1395	2350	1920	1912	1671	1834	2590	2588	51	2309
4026	2515	2408	3911	3115	3228	3759	4381	5755	4855	117	4176
3818	1787	1327	2761	1590	1311	2770	2059	2360	3970	57	1899
922	403	486	1080	633	802	751	720	1025	923	24	826
11554	4157	3581	5675	3894	3350	7965	5353	6845	10084	154	4995
6020	2400	2505	5303	3841	3518	3498	3640	4580	4720	78	4130
3030	691	728	933	459	506	1195	654	922	1313	23	750
3995	1998	2198	3996	3233	3406	2978	3326	4732	3828	80	3701
31558	18096	29569	30401	22021	30644	22835	28483	48214	31886	2058	40437
2574	1396	1432	1850	1819	1687	2268	2157	3082	2748	80	2270
599	188	243	541	207	338	380	286	424	513	10	448
830	577	626	978	760	1077	519	838	1266	600	26	904
2816	1172	1133	1689	1154	1078	1736	1411	1785	2308	99	1517
0	1	2	0	1	0	1	3	3	0	1	4
8	13	12	0	0	0	2	5	6	3	0	2
3836	2059	1850	2462	2260	2084	2773	3082	3899	3760	183	2817
2954	1382	1133	1949	1667	1305	2154	2010	2340	3126	50	1796
0	1	0	0	0	0	0	0	1	0	0	0
414	179	195	27	20	23	134	97	148	192	23	126
7	3	1	1681	927	664	111	148	144	307	14	157
439	181	150	996	584	494	505	384	409	770	11	472
161	49	40	827	485	403	394	281	367	716	8	381
11	0	1	0	0	0	1	1	3	3	0	5
3	2	1	0	0	0	1	4	1	0	0	0
0	0	0	0	0	1	0	0	2	1	0	1
1	0	0	0	0	0	0	0	1	0	0	0
8	35	26	0	1	0	2	3	5	2	0	5
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0
0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	1	3	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
5	6	5	1	0	0	11	17	43	27	3	53
48	58	80	45	110	89	24	85	179	67	1	113
251	113	205	1316	1537	1266	434	797	1093	858	19	1152
18	9	13	20	21	19	12	8	28	10	1	14
622	106	314	257	242	311	168	225	394	287	22	476
26	29	56	28	30	51	56	78	108	51	4	97
6	11	25	12	18	18	29	31	46	19	0	46
815	629	948	807	691	1039	576	1061	1646	758	36	1364
355	223	419	324	307	463	233	466	700	338	11	571
12131	5579	5317	6619	5212	5327	8429	6547	9322	10627	258	7631
20341	8048	13023	14277	11704	15040	13680	13892	20981	16108	708	22717
2	0	2	2	1	0	1	1	3	2	3	1
3	2	5	5	4	10	3	2	7	1	0	5
6487	2404	1767	5071	2614	2339	5356	3269	3668	7389	168	3113
6912	3111	3008	4779	3195	3051	4720	3843	5118	6475	94	4212
2117	702	616	1087	728	631	1324	902	1033	1929	17	833
476	156	140	466	249	244	364	269	283	456	9	275
2817	1074	1178	1605	1035	1119	1744	1395	1888	2261	57	1700
2391	947	1070	2159	1536	1773	1981	1815	2514	2554	148	2229
37882	27641	22154	30437	29973	24376	40897	41803	50938	51723	1728	38246
3	1	9	7	6	10	8	22	19	13	23	19
23796	12595	13421	19004	12332	14733	16623	16364	23854	22614	555	19501
21746	11533	12580	16541	10834	12901	14863	14189	21109	20921	454	17796
13	9	12	1	3	5	5	11	2	9	5	12
1	0	2	0	0	0	1	1	2	2	0	2
6137	2197	3153	6895	5059	6017	4892	6061	7230	5929	723	8132
3897	2164	1565	5234	2860	2573	3462	3402	3607	4144	142	3090
4655	966	1223	80	863	401	19	16	19	196	58	37
1241	272	328	4	3	2	8	7	5	49	14	15
34	8	8	0	1	0	1	3	1	2	2	1
1993	258	616	49	125	62	7	6	5	92	23	16
2915	1201	1806	2018	1841	2200	1926	1968	3235	2183	162	3005
2276	732	655	2313	1499	1322	2255	1426	1814	3034	54	1371
504	342	453	882	580	768	649	808	1216	628	51	983
166	222	289	94	286	368	140	503	693	162	174	509
0	0	0	0	1	0	1	0	2	0	0	0
4027	1458	1594	3091	1782	2176	2773	1986	2992	4031	44	2544
1284	408	536	1227	552	762	926	606	922	1435	13	897
11046	3658	3254	6752	4952	4767	9046	5862	6930	11447	371	5648
20923	7717	10319	29601	19112	20295	15798	16281	19539	22492	823	24077
11296	8582	7443	12566	12874	10189	13792	14821	20561	17807	576	14426
143	128	132	302	250	287	193	268	393	233	15	335
7	1	2	1	1	3	5	3	3	4	0	0
8	3	4	3	0	1	1	5	5	3	0	2
171	149	268	22	86	77	73	259	249	167	80	330
101	98	117	55	82	94	69	158	231	64	6	118
26	32	37	59	49	42	24	41	66	36	3	42
3789	1435	1812	6247	4093	4926	3995	5215	6835	4630	286	6155
1065	624	716	786	749	838	853	943	1335	1235	38	1227
46611	17915	14138	17544	15225	11492	36696	21907	26459	46845	788	19877
8021	2903	2043	2205	1885	1819	5232	2731	3704	5727	133	2954
2584	933	842	1298	889	988	1831	1497	1815	2047	108	1402
1572	683	845	1657	911	1150	1097	1035	1667	1653	33	1485
6	2	1	0	0	1	0	1	2	3	0	1
47711	34122	38652	45668	42968	45262	38157	52579	72382	55341	1448	58926
3767	2524	2999	3234	2648	3419	2712	3308	5258	3868	110	4142
11926	6040	5571	9049	7113	6973	11490	9664	12558	14177	735	9367
10	17	7	54	46	35	24	40	40	17	1	60
37	34	56	83	41	63	45	87	92	47	1	93
1	0	1	3	2	0	3	2	1	0	0	2
1491	516	1381	1237	399	779	884	709	1274	1730	69	1620
30	24	17	17	10	8	11	15	17	10	2	18
150	102	174	62	39	53	47	62	85	60	6	77
94	12	25	28	25	29	12	31	50	29	2	56
526	307	276	482	368	656	424	742	915	350	67	528
5580	2672	4654	4803	4959	5187	3576	5749	6528	4447	354	8658
2	0	2	3	2	2	1	0	4	5	0	3
2	2	3	13	16	20	10	11	9	3	5	7
20764	13523	19031	19885	19940	21723	13859	25943	30141	17778	788	34439
12745	4409	9749	9439	6674	9290	5923	7469	11788	8670	388	17673
2465	789	1837	2871	2664	3004	1607	1959	2827	2118	149	4810
11079	2785	9699	9888	7667	10299	4474	7107	10062	9042	462	22792
41	23	54	54	38	34	26	58	61	79	15	132
1497	1576	3001	1347	1773	1798	1023	1463	2831	1265	196	1985
294	166	174	568	437	513	225	385	475	271	31	526
5768	2368	2322	4361	3115	2666	3736	3265	3746	5084	92	3412
1679	660	658	926	711	640	1073	801	1012	1495	26	878
111	30	20	86	32	30	29	34	34	44	5	39
1781	416	350	2600	1718	1490	2328	1341	1760	3391	51	1275
3722	1846	1799	2834	2182	2114	3142	2730	3557	4309	96	2955
16816	7885	7240	7537	7193	6469	10722	11084	14451	12951	446	10289
2344	853	859	2122	1343	1356	1838	1424	1822	2239	45	1502
1962	686	602	1752	995	858	1903	1106	1250	2617	48	1010
1401	516	504	1173	725	688	961	753	893	910	20	743
1474	998	1238	1449	1282	1478	1463	1667	2543	1892	54	1895
5458	1499	1647	4368	1910	2456	3931	2407	3464	5904	96	3025
499	209	185	660	421	357	471	337	406	659	9	383
35	22	31	162	108	143	35	63	97	47	3	61
94	59	80	132	75	105	73	71	163	71	6	103
547	306	506	510	490	593	370	609	846	435	20	862
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
5807	2187	2249	3788	2489	2871	4432	3330	4834	5743	321	4179
18	7	12	2	2	7	10	12	9	8	15	14
31969	16463	15342	28351	19480	18233	23763	25180	29041	30154	1066	25137
14224	6420	6195	13336	8502	8256	10324	10042	12537	12529	342	10114
52	40	31	44	56	59	58	75	69	62	3	48
1715	680	424	1352	946	734	1381	1009	950	1992	41	777
55591	48907	56962	49123	54557	58402	39611	67144	96437	53327	3186	77906
10724	5690	7183	11765	9203	10905	8884	9760	15795	11301	322	12982
19	8	9	3	1	0	10	12	12	9	0	5
8286	4262	4535	10307	7936	7674	7647	8940	11390	9340	675	9631
11	10	7	2	5	5	14	5	13	12	6	4
77214	46151	47231	54020	49326	49590	65246	67429	95752	94531	1793	72769
2696	977	726	2153	1286	989	2086	1329	1508	2978	43	1280
3068	2505	1983	3537	3362	2828	3383	3740	4579	4597	69	3232
181	140	111	669	501	548	418	552	735	505	15	452
3169	1281	1266	2227	1534	1295	2023	1730	2080	2840	47	1763
156	190	151	400	490	455	159	397	491	295	32	399
157	100	117	46	61	54	80	89	142	119	1	114
2751	1054	1113	582	369	465	1311	1079	1676	2181	71	1401
13667	7123	7135	11148	10221	9672	11035	11169	15706	15980	321	11225
23836	14769	14659	15172	14888	13969	15747	18692	25330	23527	549	20056
2548	982	775	1103	823	647	1404	1117	1172	1848	28	964
471	325	253	745	478	479	537	592	663	582	15	480
997	383	379	917	639	603	829	736	907	1036	27	706
82	47	56	97	72	88	42	81	143	51	5	138
21	12	19	315	212	209	56	132	189	78	2	163
0	1	0	1	0	1	1	0	3	0	1	0
26591	16220	15414	23228	19657	18394	24207	25330	31925	33035	941	25132
11282	3895	3448	6098	4704	4355	7605	5846	7322	9489	179	5528
7288	4098	5301	7008	6475	6909	4978	7291	9602	7026	285	9470
3668	1759	2569	4396	3676	3870	2464	4099	4937	3318	186	5856
72	48	54	35	27	36	57	57	84	50	5	55
7	3	4	9	5	10	4	8	9	9	1	9
2413	1160	1501	2612	2090	2565	2174	2259	3897	3216	58	2728
6334	2658	3535	4843	3056	3713	4341	4068	6015	5836	156	5295
17095	7403	8172	8775	7118	7113	10622	10108	14220	14438	359	11406
4825	1716	2007	3533	2118	2209	3367	2702	3658	4338	89	3169
8314	3637	5474	7015	7073	7664	5930	7852	10477	6708	274	9840
3602	1231	1133	2097	1363	1288	2444	1597	2328	3228	70	1725
12851	4704	5285	9638	6054	6336	8451	6973	9266	11233	238	8682
1679	815	759	868	549	546	966	765	987	1286	29	898
6035	2261	2332	4294	2845	2549	4033	3311	3959	5183	93	3498
3970	1111	1571	3426	1952	2407	2756	2061	3278	3822	90	3354
4002	1132	1384	3968	1863	2194	2890	1883	2740	3774	71	2474
3013	1176	1116	1691	1271	1181	2047	1594	2043	2805	82	1869
1134	265	263	788	424	542	752	417	604	947	20	596
7684	3494	3258	3854	2488	3037	4716	4891	6611	5546	212	4268
922	489	677	443	413	605	588	819	1317	679	26	813
55	31	25	0	0	0	11	21	22	17	1	14
81	25	22	50	28	26	65	38	35	53	1	28
16	3	6	6	6	0	6	9	6	8	3	6
2036	1073	1149	3043	1558	1992	2091	2208	3373	2129	90	1972
75	92	136	178	174	260	79	188	292	50	7	232
2642	1524	1724	4833	3481	5189	2808	4493	6790	3188	178	4192
14	9	5	10	4	5	5	6	8	5	2	5
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0
102698	69602	61589	83842	79779	69609	93942	101976	133291	120822	2433	103263
63851	37126	29909	32278	30586	26217	44465	47454	56275	60635	1279	43583
4819	2730	5009	6421	5880	7648	2768	5444	8906	3540	179	10416
60420	27826	20611	25807	26816	19730	43382	34665	39764	52309	941	30809
12717	2450	2955	3851	1891	2581	8248	2648	5008	8990	167	4268
844	461	405	723	506	730	579	751	1037	642	79	841
254	81	51	92	64	50	93	109	100	105	0	79
2992	669	735	1765	856	856	1923	964	1357	2597	68	1339
353	244	223	479	423	553	312	516	778	236	16	460
309	281	318	336	278	333	265	443	634	200	14	553
578	247	224	262	180	177	291	286	372	386	18	277
140	85	73	13	16	12	53	109	84	79	6	136
12	16	27	35	22	54	34	43	87	34	3	54
0	0	0	0	0	0	0	0	0	0	0	0
281	276	247	631	483	576	351	624	723	306	27	441
137	23	47	18	30	13	5	10	19	15	2	15
192	145	170	152	101	168	117	230	289	99	6	215
79	60	54	48	32	31	40	61	105	59	1	62
120	35	65	126	47	54	86	99	83	69	1	132
1573	701	748	1008	891	849	805	1050	1283	998	158	1454
11	3	8	176	183	232	48	89	147	71	13	115
19	2	6	1	0	0	0	1	0	0	2	1
2700	273	699	145	395	246	40	9	13	73	136	35
51	7	20	3	4	7	0	1	2	2	0	1
14	2	2	0	0	0	2	1	0	2	0	0
368	168	348	537	244	385	219	403	502	194	21	610
25	19	26	29	28	42	24	33	65	14	5	42
3	0	0	0	0	0	0	0	0	0	0	1
6870	2441	3720	8914	4845	5725	5093	5143	7478	6388	107	6903
20928	7547	7777	10384	7199	7683	15015	11590	16208	22338	540	11807
5485	2163	2082	4257	2748	2938	3786	3199	3880	4921	109	3669
2666	1097	1341	2293	1774	2009	1834	1758	2250	2193	116	2388
7376	3770	5814	8380	9138	8671	6333	8403	10553	7632	508	12574
755	216	370	364	265	394	236	317	424	371	22	756
1501	999	1217	1087	931	1089	936	1296	1889	1260	106	1582
10484	4015	4346	6655	4564	4755	8818	5989	9093	11710	344	6933
1892	717	594	1268	819	666	1341	927	1068	1971	32	996
207	125	113	145	42	78	89	85	127	113	3	119
6	10	9	49	50	68	23	31	51	23	0	35
1	1	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	3	0	0
9693	5406	5563	8030	7802	8172	7573	8766	12423	10100	273	9025
6749	3825	4172	5645	5611	6074	5028	6270	9080	6687	200	6713
8316	4954	3789	6870	5873	4852	7275	7202	8216	9802	215	6319
567	484	519	1283	884	1200	731	1099	1553	710	59	1118
5053	2368	2245	2437	1610	1746	2375	2195	2987	3644	88	2555
296	341	371	236	287	398	318	631	959	264	74	584
2758	811	695	1487	760	831	1513	1047	1380	2346	36	1168
1799	884	811	2319	1266	1505	1638	1840	2212	1697	329	1689
0	0	1	0	0	1	1	1	2	0	2	1
18203	7819	12840	11859	10485	14515	11390	12636	23086	16114	469	20862
4090	1537	1518	2473	1993	1989	2570	2144	2893	3371	101	2443
14563	7827	7420	11375	8815	9338	12774	12289	16328	16850	445	11722
16366	5630	8962	15371	15375	16860	11876	14067	19527	14836	888	21023
9997	8130	7499	10660	10700	9848	13028	14550	18084	15221	641	14002
6009	2390	2577	4037	2938	2809	3937	3495	4669	5780	78	3958
1163	436	442	809	509	458	721	562	722	1023	13	715
2915	1266	1071	1899	1351	1131	2020	1578	1987	2663	83	1541
17700	6494	14082	35905	33482	42491	26982	34919	49897	26332	1813	37799
7905	3653	3764	6294	4790	4473	5749	5370	7238	8189	96	5610
22811	11323	9308	14228	10695	9371	16880	14685	18644	22051	506	14295
10021	4685	4544	6613	4747	4339	6794	5734	7796	9467	114	6312
204	45	316	4533	759	1114	766	303	498	1876	15	2860
92	52	65	47	36	61	101	110	175	86	5	189
237	198	196	164	124	164	198	273	391	167	9	245
5	1	1	2	1	2	6	4	7	2	3	8
673	527	760	1456	650	1094	629	1094	1807	791	26	1381
1233	700	728	1393	1225	1354	1053	1217	1876	1422	59	1471
5276	2629	2842	4191	3504	3845	3765	3841	5652	5302	163	4907
831	710	739	313	400	396	546	826	1211	678	17	934
72	44	82	59	38	43	40	84	145	65	4	104
1535	822	1282	1441	1025	1476	1092	1170	2191	1480	44	2048
48965	30948	34505	43170	33637	33661	35821	42936	59139	51364	1033	51296
5360	2173	3230	4942	2469	3253	4470	3276	5555	6090	124	4550
5852	2163	2425	5239	3191	3010	4125	3272	4148	5426	155	4023
1256	530	498	1282	756	755	948	730	907	1180	66	908
3480	1537	1627	2988	2232	2018	2448	2348	3036	3527	59	2513
3423	1518	1579	2935	2189	1980	2424	2312	2983	3480	55	2450
3355	1593	1800	3203	2368	2488	2402	2539	3222	3126	71	3074
5757	1613	1902	4253	3330	2867	3537	2760	3259	5032	132	4158
696	331	285	715	530	529	728	572	727	908	29	546
2098	1601	1904	802	746	802	1468	1738	2568	1617	85	1900
61	52	45	11	11	3	32	37	42	21	1	45
13076	5790	5802	9383	6579	6622	9653	8511	11199	13900	286	9404
11077	4487	4944	8143	5515	5402	7759	7184	9439	10835	220	8182
27	14	12	2	2	4	4	10	12	7	0	16
250	124	131	41	85	84	128	119	206	97	7	158
945	425	487	381	347	285	566	526	608	691	15	547
24	14	7	7	17	10	19	18	14	34	0	7
5596	2633	2895	7119	5873	6871	5709	6173	8776	5389	302	5685
87	77	66	114	120	128	74	123	290	66	9	121
37554	15759	23782	42325	32156	39519	33550	36079	53372	37843	1841	45236
8675	5747	7679	11531	9670	9708	7785	13361	16893	8175	322	13849
2370	1468	2606	2252	2546	2913	1892	2447	4014	2296	138	3986
5451	2552	2307	3695	2277	2013	4087	3086	3711	5908	141	2867
5088	2391	2367	3548	2295	2413	3804	3243	4529	5050	133	3578
144	171	169	175	163	184	155	266	402	167	32	282
3809	1557	1821	2982	1586	1670	2190	1751	2300	2524	114	2579
5620	5097	4831	4949	6063	5558	5325	7845	11003	7041	177	7607
14004	7741	5744	12786	9625	8289	12274	11351	13641	16894	998	10654
14	4	5	3	5	3	8	1	6	3	0	2
2	3	0	0	1	1	3	2	7	1	0	2
6015	3775	3372	3972	3158	2992	5145	5228	6696	6408	255	5036
1003	1292	1677	1131	1023	1262	942	1560	2616	1403	59	2186
51956	37052	62126	61480	63230	69835	39623	73282	98656	51891	6158	103931
1290	599	901	972	824	860	839	1291	1571	1027	47	1517
1659	645	726	100	153	126	663	623	556	444	18	415
643	428	584	1789	2732	2394	723	2044	2689	1204	49	2645
7416	5223	5547	9248	8609	6559	5975	8987	11040	7528	399	9760
11845	6432	9124	31965	31434	25490	11011	22023	23655	16932	930	30573
126	101	130	443	522	476	224	345	491	246	15	360
52	17	46	33	30	19	19	57	42	20	4	39
932	721	1996	2414	1155	2514	404	973	2716	965	37	4563
844	655	1915	1935	999	2290	344	861	2564	921	32	4353
4	1	2	1	2	0	1	4	4	1	0	12
4	1	2	0	0	0	0	4	1	0	0	2
1	6	5	0	0	0	0	7	0	2	0	1
4	4	3	9	2	1	2	3	5	1	0	1
4	2	1	4	4	2	6	2	9	12	0	7
2	1	2	14	7	3	5	3	5	5	1	9
3	0	0	0	0	1	2	2	1	0	0	6
9	1	13	18	3	7	7	14	14	2	0	17
7803	5336	6931	6856	6138	6803	5314	7842	12748	6279	366	9517
4650	2172	2526	1818	1655	1872	2729	2653	3740	3383	178	3765
956	356	464	587	385	451	588	710	824	532	54	687
1531	526	716	1922	957	1339	1257	957	1483	1557	36	1236
4771	1914	2070	2670	2306	2304	3267	2769	3762	4051	130	3084
1976	623	648	1794	902	1001	1541	963	1194	1673	31	1221
33178	20477	32558	34449	28013	39696	25622	34768	59101	33964	1538	48954
10632	4976	6052	7999	6308	6562	7893	7640	11205	11095	300	8826
10278	4622	5704	7161	5478	5651	7256	6777	10029	10229	215	8070
0	2	0	1	0	1	0	2	3	4	3	1
4143	1438	1666	4093	2354	2582	3096	2303	3355	4287	53	2978
7962	2756	3521	6765	4214	4734	6458	4898	7122	9106	183	5890
184	75	88	50	18	27	84	50	96	118	3	74
331	125	147	11	52	36	49	36	38	64	5	55
11790	4430	4824	7877	5288	5621	8505	6242	9136	12295	211	7235
3129	1600	1311	2782	2071	1557	2400	2064	2364	3595	43	1971
3542	1432	1489	2402	1552	1515	2526	1992	2654	3286	70	2087
542	382	421	726	573	569	468	534	735	607	18	638
873	630	611	1264	1002	1081	885	942	1329	1173	22	1117
33	12	13	36	40	32	22	36	48	28	0	23
10234	4106	4602	7463	8870	6596	7129	7424	7470	7693	348	7267
2427	1381	1041	1498	1433	1159	1968	1882	1989	2510	67	1530
163	64	48	78	75	54	120	93	81	154	3	72
3246	1641	1763	1357	790	916	1689	1588	2383	2256	30	2050
103	33	82	25	63	51	5	9	8	9	10	20
2	0	1	3	2	0	3	3	8	6	0	3
5	2	8	6	0	1	3	1	1	3	0	8
502	105	208	356	306	353	229	211	253	305	15	412
247	70	90	199	176	185	140	115	140	174	9	203
16	5	7	8	6	5	6	7	13	8	4	10
8271	3959	3758	6487	4752	5217	6562	6578	8501	8163	545	7297
6001	2305	2594	3808	2281	2522	3979	3038	4555	5935	66	3720
1175	487	378	800	557	416	947	626	637	1142	20	549
6493	3363	2968	10351	8261	8096	9028	6773	8994	11250	269	7181
13153	7532	11860	23722	16324	22639	12095	15232	25802	15321	464	22959
2964	1987	3509	6329	5776	7365	3004	4874	8154	3907	146	7155
6967	3878	3685	4811	4656	4513	5877	6163	8403	7626	188	6164
3132	1927	1934	2348	2024	2129	2188	2507	3639	2786	86	2994
2417	1423	1443	2093	1592	1774	1729	1902	2775	2242	68	2330
164	90	119	11	18	21	79	79	118	87	4	96
857	638	409	1523	824	697	922	947	1088	894	79	796
7039	3325	3289	6314	4135	4782	5004	5867	7366	5552	391	6117
3999	2235	1985	2455	1801	1874	2961	2581	3133	3691	105	2421
1531	886	934	1081	858	923	1058	1135	1594	1477	36	1209
1846	1681	1751	2247	2200	2965	2166	3684	5119	2357	116	3346
491	243	326	868	966	1131	445	905	1127	585	53	985
3287	1593	1591	2854	1637	1833	2612	2159	3107	3222	91	2493
1621	775	610	838	697	657	1325	982	980	1606	63	823
80	21	42	13	38	33	43	60	106	47	4	71
341	201	224	102	163	219	187	308	502	160	9	314
6533	2388	2786	1986	2689	3121	3847	4695	6061	5765	300	4801
1149	629	823	1084	754	880	790	942	1346	1033	32	1125
6391	1739	2178	4923	2049	2278	3614	2513	3227	5268	113	4332
5629	1555	1877	4570	1802	1955	3255	2208	2813	4735	93	3738
1464	973	736	2556	1792	1751	1594	1992	2313	1443	140	1497
4	0	2	2	0	5	1	5	6	1	2	5
0	1	0	0	0	1	0	0	1	0	6	2
29818	12972	11845	30104	19154	16941	29809	21659	28704	43349	770	22332
1088	598	525	1062	761	733	805	848	1053	1168	27	958
1668	683	714	1178	647	860	1051	800	1225	1525	25	1051
1686	994	2117	1473	4139	4550	1280	3352	5209	2915	338	4556
5312	2994	2661	4469	3175	3128	4246	3957	5071	5777	135	4149
11545	6622	8527	10053	7614	8887	8074	9369	14253	11731	182	12370
48	48	54	35	38	30	28	70	102	38	2	75
11	8	27	2	0	1	9	16	15	7	0	8
527	289	243	443	260	330	422	382	507	489	16	443
3515	1704	2224	3039	2024	2349	2505	2476	4273	3547	104	3672
6982	2702	2458	3967	2651	2521	4454	3382	4499	6324	107	3509
8365	3062	4707	6245	4027	5215	5439	4893	7580	7486	102	6973
7286	3713	2974	4929	3983	3868	6819	5811	7023	8353	209	5572
206	68	69	33	18	27	70	35	82	84	6	67
1343	678	846	1290	1124	1272	1138	1108	1715	1390	33	1388
1341	666	816	1428	1401	1560	1181	1243	1868	1442	39	1570
1609	863	985	1531	1199	1155	1164	1113	1460	1521	32	1443
1737	786	1036	2157	1352	1644	1431	1325	2013	2083	47	1893
2693	1037	920	2029	1295	1314	2199	1344	1899	2428	48	1607
4822	6083	5169	6254	6939	6368	7841	10238	13400	7914	426	9680
1771	798	696	1430	968	790	1373	1167	1405	2032	33	1111
37	7	21	67	27	16	17	4	12	11	10	14
368	237	261	165	216	356	219	575	701	246	63	474
10712	5341	5053	8568	7706	7031	8989	8940	11463	12256	278	8907
106	71	86	169	168	247	121	189	308	132	19	185
22098	13713	13122	23087	17053	16549	17476	20385	24449	22982	654	23823
955	209	191	1433	895	895	1143	787	963	1605	30	713
4663	1655	1813	4282	2710	2687	4191	2880	3957	6063	165	3326
33	37	30	30	19	22	32	31	55	41	6	50
82533	49626	77417	191832	112575	149590	84176	134461	199910	105697	9055	185842
15526	10095	12773	29332	13728	20793	15028	17000	28902	18333	5143	22838
13145	6769	5286	12419	9613	8671	12963	10996	13419	17058	534	11083
4195	1707	1944	2989	2053	2167	3139	2584	3645	4298	84	2862
1887	804	1092	1165	993	1111	1241	1073	1590	1441	32	1422
24615	9070	8573	15253	9017	8653	21366	12238	16286	27374	521	12986
3844	1407	1366	2876	1771	1600	3269	2041	2828	4220	100	2178
1050	662	834	1263	570	605	801	851	1059	866	88	1476
2	3	2	3	2	3	1	5	5	2	0	7
21299	12406	13041	13821	13467	14268	15152	18769	24729	21721	708	19925
0	0	0	0	0	0	0	0	0	0	0	0
